Year,RoundNumber,EventName,Circuit,Driver,Team,LapNumber,LapTimeSec,Sector1TimeSec,Sector2TimeSec,Sector3TimeSec,Stint,Compound,TyreLife,PitOutTime,PitInTime,IsPersonalBest,TrackStatus,Position
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,1.0,99.019,,42.414,23.842,1.0,SOFT,4.0,,,False,12,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,2.0,97.974,31.342,42.504,24.128,1.0,SOFT,5.0,,,True,12,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,3.0,98.006,31.388,42.469,24.149,1.0,SOFT,6.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,4.0,97.976,31.271,42.642,24.063,1.0,SOFT,7.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,5.0,98.035,31.244,42.724,24.067,1.0,SOFT,8.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,6.0,97.986,31.341,42.632,24.013,1.0,SOFT,9.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,7.0,98.021,31.29,42.763,23.968,1.0,SOFT,10.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,8.0,98.154,31.291,42.833,24.03,1.0,SOFT,11.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,9.0,98.278,31.336,42.823,24.119,1.0,SOFT,12.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,10.0,98.369,31.361,42.884,24.124,1.0,SOFT,13.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,11.0,98.483,31.342,42.978,24.163,1.0,SOFT,14.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,12.0,98.591,31.408,42.951,24.232,1.0,SOFT,15.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,13.0,98.482,31.389,42.907,24.186,1.0,SOFT,16.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,14.0,101.295,31.427,42.876,26.992,1.0,SOFT,17.0,,0 days 01:25:33.830000,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,15.0,118.378,51.854,42.629,23.895,2.0,SOFT,1.0,0 days 01:25:58.127000,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,16.0,97.801,31.209,42.711,23.881,2.0,SOFT,2.0,,,True,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,17.0,97.648,31.17,42.623,23.855,2.0,SOFT,3.0,,,True,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,18.0,97.614,31.211,42.569,23.834,2.0,SOFT,4.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,19.0,97.712,31.243,42.608,23.861,2.0,SOFT,5.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,20.0,97.788,31.186,42.766,23.836,2.0,SOFT,6.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,21.0,97.582,31.168,42.572,23.842,2.0,SOFT,7.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,22.0,97.651,31.224,42.548,23.879,2.0,SOFT,8.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,23.0,97.552,31.153,42.514,23.885,2.0,SOFT,9.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,24.0,97.387,31.145,42.398,23.844,2.0,SOFT,10.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,25.0,97.372,31.145,42.344,23.883,2.0,SOFT,11.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,26.0,97.682,31.213,42.533,23.936,2.0,SOFT,12.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,27.0,97.379,31.079,42.349,23.951,2.0,SOFT,13.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,28.0,97.651,31.112,42.554,23.985,2.0,SOFT,14.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,29.0,97.571,31.045,42.533,23.993,2.0,SOFT,15.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,30.0,97.549,31.185,42.443,23.921,2.0,SOFT,16.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,31.0,97.431,31.04,42.464,23.927,2.0,SOFT,17.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,32.0,97.691,31.139,42.523,24.029,2.0,SOFT,18.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,33.0,97.686,31.112,42.505,24.069,2.0,SOFT,19.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,34.0,97.839,31.129,42.615,24.095,2.0,SOFT,20.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,35.0,97.85,31.211,42.5,24.139,2.0,SOFT,21.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,36.0,100.964,31.35,42.582,27.032,2.0,SOFT,22.0,,0 days 02:01:45.619000,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,37.0,118.49,52.755,42.071,23.664,3.0,HARD,1.0,0 days 02:02:10.556000,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,38.0,96.297,31.034,41.772,23.491,3.0,HARD,2.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,39.0,96.446,30.818,42.125,23.503,3.0,HARD,3.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,40.0,96.942,31.175,42.247,23.52,3.0,HARD,4.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,41.0,120.495,31.381,55.533,33.581,3.0,HARD,5.0,,,False,126,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,42.0,104.824,38.946,42.174,23.704,3.0,HARD,6.0,,,False,671,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,43.0,96.89,31.13,42.295,23.465,3.0,HARD,7.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,44.0,96.236,30.783,42.005,23.448,3.0,HARD,8.0,,,True,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,45.0,97.015,31.079,42.221,23.715,3.0,HARD,9.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,46.0,96.701,31.03,42.003,23.668,3.0,HARD,10.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,47.0,97.009,31.094,42.205,23.71,3.0,HARD,11.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,48.0,96.918,31.01,42.199,23.709,3.0,HARD,12.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,49.0,96.962,31.124,42.026,23.812,3.0,HARD,13.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,50.0,97.25,31.07,42.375,23.805,3.0,HARD,14.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,51.0,97.427,31.154,42.202,24.071,3.0,HARD,15.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,52.0,96.919,31.033,42.133,23.753,3.0,HARD,16.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,53.0,96.89,30.906,42.217,23.767,3.0,HARD,17.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,54.0,96.678,30.988,41.938,23.752,3.0,HARD,18.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,55.0,96.322,30.964,41.747,23.611,3.0,HARD,19.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,56.0,97.205,31.091,42.27,23.844,3.0,HARD,20.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,VER,Red Bull Racing,57.0,96.373,30.96,41.763,23.65,3.0,HARD,21.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,1.0,109.649,,46.78,25.135,1.0,SOFT,1.0,,,False,12,19.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,2.0,100.438,31.738,43.938,24.762,1.0,SOFT,2.0,,,True,21,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,3.0,100.643,31.8,44.083,24.76,1.0,SOFT,3.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,4.0,100.894,31.514,44.492,24.888,1.0,SOFT,4.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,5.0,100.818,31.705,44.192,24.921,1.0,SOFT,5.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,6.0,101.11,31.573,44.534,25.003,1.0,SOFT,6.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,7.0,101.134,31.604,44.49,25.04,1.0,SOFT,7.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,8.0,101.173,31.773,44.275,25.125,1.0,SOFT,8.0,,,False,1,18.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,9.0,104.201,31.843,44.538,27.82,1.0,SOFT,9.0,,0 days 01:17:55.198000,False,1,19.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,10.0,121.262,54.574,42.66,24.028,2.0,HARD,1.0,0 days 01:18:21.104000,,False,1,20.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,11.0,98.762,31.455,43.098,24.209,2.0,HARD,2.0,,,True,1,19.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,12.0,98.928,31.57,43.066,24.292,2.0,HARD,3.0,,,False,1,17.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,13.0,99.349,31.744,43.26,24.345,2.0,HARD,4.0,,,False,1,14.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,14.0,98.859,31.518,43.043,24.298,2.0,HARD,5.0,,,False,1,14.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,15.0,98.985,31.398,43.252,24.335,2.0,HARD,6.0,,,False,1,14.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,16.0,98.945,31.514,43.137,24.294,2.0,HARD,7.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,17.0,99.011,31.527,43.151,24.333,2.0,HARD,8.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,18.0,99.029,31.515,43.068,24.446,2.0,HARD,9.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,19.0,99.066,31.571,43.098,24.397,2.0,HARD,10.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,20.0,99.017,31.481,43.179,24.357,2.0,HARD,11.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,21.0,99.327,31.671,43.328,24.328,2.0,HARD,12.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,22.0,99.485,31.609,43.483,24.393,2.0,HARD,13.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,23.0,99.263,31.538,43.32,24.405,2.0,HARD,14.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,24.0,99.761,31.721,43.505,24.535,2.0,HARD,15.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,25.0,102.288,31.613,43.531,27.144,2.0,HARD,16.0,,0 days 01:44:46.559000,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,26.0,119.404,53.105,42.4,23.899,3.0,HARD,1.0,0 days 01:45:11.481000,,False,1,17.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,27.0,98.729,31.836,42.851,24.042,3.0,HARD,2.0,,,True,1,15.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,28.0,97.761,31.006,42.656,24.099,3.0,HARD,3.0,,,True,1,14.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,29.0,98.012,31.178,42.696,24.138,3.0,HARD,4.0,,,False,1,14.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,30.0,97.76,30.885,42.716,24.159,3.0,HARD,5.0,,,True,1,13.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,31.0,97.968,30.971,42.877,24.12,3.0,HARD,6.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,32.0,98.012,30.969,42.824,24.219,3.0,HARD,7.0,,,False,1,12.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,33.0,97.974,30.942,42.828,24.204,3.0,HARD,8.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,34.0,98.022,30.947,42.874,24.201,3.0,HARD,9.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,35.0,98.088,31.01,42.851,24.227,3.0,HARD,10.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,36.0,98.184,31.045,42.821,24.318,3.0,HARD,11.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,37.0,98.133,31.117,42.864,24.152,3.0,HARD,12.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,38.0,98.108,31.025,42.822,24.261,3.0,HARD,13.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,39.0,98.537,31.183,43.08,24.274,3.0,HARD,14.0,,,False,1,11.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,40.0,109.707,31.156,42.984,35.567,3.0,HARD,15.0,,0 days 02:09:50.970000,False,126,10.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,41.0,128.544,60.744,44.327,23.473,4.0,SOFT,1.0,0 days 02:10:15.719000,,False,671,10.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,42.0,95.068,30.069,41.393,23.606,4.0,SOFT,2.0,,,True,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,43.0,95.942,30.776,41.677,23.489,4.0,SOFT,3.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,44.0,95.792,30.785,41.542,23.465,4.0,SOFT,4.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,45.0,96.186,30.874,41.775,23.537,4.0,SOFT,5.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,46.0,96.041,30.831,41.707,23.503,4.0,SOFT,6.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,47.0,96.12,30.806,41.735,23.579,4.0,SOFT,7.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,48.0,96.368,30.909,41.693,23.766,4.0,SOFT,8.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,49.0,96.803,31.008,42.102,23.693,4.0,SOFT,9.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,50.0,96.551,30.972,41.874,23.705,4.0,SOFT,10.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,51.0,96.635,30.941,41.896,23.798,4.0,SOFT,11.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,52.0,96.891,30.878,42.136,23.877,4.0,SOFT,12.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,53.0,96.979,30.964,42.046,23.969,4.0,SOFT,13.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,54.0,97.222,31.101,42.251,23.87,4.0,SOFT,14.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,55.0,97.559,31.1,42.422,24.037,4.0,SOFT,15.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,56.0,97.845,31.196,42.539,24.11,4.0,SOFT,16.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,GAS,Alpine,57.0,98.147,31.26,42.631,24.256,4.0,SOFT,17.0,,,False,1,9.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,1.0,101.063,,43.216,24.069,1.0,SOFT,4.0,,,False,12,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,2.0,98.862,31.532,43.116,24.214,1.0,SOFT,5.0,,,True,21,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,3.0,98.83,31.397,43.146,24.287,1.0,SOFT,6.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,4.0,98.758,31.404,43.108,24.246,1.0,SOFT,7.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,5.0,98.404,31.231,42.944,24.229,1.0,SOFT,8.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,6.0,98.718,31.276,43.043,24.399,1.0,SOFT,9.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,7.0,98.804,31.214,43.174,24.416,1.0,SOFT,10.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,8.0,99.172,31.58,43.193,24.399,1.0,SOFT,11.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,9.0,98.914,31.464,43.077,24.373,1.0,SOFT,12.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,10.0,99.085,31.434,43.27,24.381,1.0,SOFT,13.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,11.0,99.249,31.632,43.188,24.429,1.0,SOFT,14.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,12.0,99.197,31.527,43.252,24.418,1.0,SOFT,15.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,13.0,99.336,31.57,43.298,24.468,1.0,SOFT,16.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,14.0,98.739,31.411,42.993,24.335,1.0,SOFT,17.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,15.0,98.608,31.441,42.89,24.277,1.0,SOFT,18.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,16.0,98.77,31.469,43.019,24.282,1.0,SOFT,19.0,,,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,17.0,101.36,31.516,43.018,26.826,1.0,SOFT,20.0,,0 days 01:30:41.043000,False,1,1.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,18.0,118.797,51.905,42.936,23.956,2.0,SOFT,3.0,0 days 01:31:05.324000,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,19.0,97.659,31.164,42.653,23.842,2.0,SOFT,4.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,20.0,97.448,30.978,42.696,23.774,2.0,SOFT,5.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,21.0,97.24,30.982,42.507,23.751,2.0,SOFT,6.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,22.0,97.169,30.956,42.354,23.859,2.0,SOFT,7.0,,,True,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,23.0,97.304,31.057,42.415,23.832,2.0,SOFT,8.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,24.0,97.352,31.142,42.243,23.967,2.0,SOFT,9.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,25.0,98.418,31.176,42.937,24.305,2.0,SOFT,10.0,,,False,1,3.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,26.0,97.454,30.903,42.667,23.884,2.0,SOFT,11.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,27.0,97.387,30.97,42.639,23.778,2.0,SOFT,12.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,28.0,97.211,31.052,42.274,23.885,2.0,SOFT,13.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,29.0,97.733,31.166,42.675,23.892,2.0,SOFT,14.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,30.0,97.4,31.031,42.483,23.886,2.0,SOFT,15.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,31.0,97.919,31.246,42.722,23.951,2.0,SOFT,16.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,32.0,97.722,31.106,42.637,23.979,2.0,SOFT,17.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,33.0,97.869,31.229,42.546,24.094,2.0,SOFT,18.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,34.0,100.686,31.289,42.624,26.773,2.0,SOFT,19.0,,0 days 01:58:43.794000,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,35.0,118.785,52.704,42.423,23.658,3.0,HARD,1.0,0 days 01:59:08.856000,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,36.0,96.82,30.908,42.254,23.658,3.0,HARD,2.0,,,True,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,37.0,96.344,30.919,41.914,23.511,3.0,HARD,3.0,,,True,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,38.0,96.431,30.847,42.011,23.573,3.0,HARD,4.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,39.0,96.429,30.833,42.027,23.569,3.0,HARD,5.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,40.0,97.114,30.926,42.564,23.624,3.0,HARD,6.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,41.0,123.522,30.922,59.493,33.107,3.0,HARD,7.0,,,False,126,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,42.0,99.657,34.119,42.002,23.536,3.0,HARD,8.0,,,False,671,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,43.0,96.554,30.774,42.092,23.688,3.0,HARD,9.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,44.0,96.978,31.055,42.36,23.563,3.0,HARD,10.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,45.0,96.928,30.944,42.434,23.55,3.0,HARD,11.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,46.0,97.257,30.914,42.496,23.847,3.0,HARD,12.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,47.0,96.661,30.929,42.049,23.683,3.0,HARD,13.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,48.0,96.859,31.01,42.316,23.533,3.0,HARD,14.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,49.0,97.049,30.944,42.495,23.61,3.0,HARD,15.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,50.0,97.731,31.251,42.646,23.834,3.0,HARD,16.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,51.0,97.049,31.153,42.153,23.743,3.0,HARD,17.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,52.0,97.062,31.147,42.086,23.829,3.0,HARD,18.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,53.0,97.345,31.094,42.383,23.868,3.0,HARD,19.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,54.0,97.296,31.25,42.257,23.789,3.0,HARD,20.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,55.0,97.092,31.084,42.076,23.932,3.0,HARD,21.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,56.0,96.565,31.165,41.786,23.614,3.0,HARD,22.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,PER,Red Bull Racing,57.0,96.558,30.969,41.799,23.79,3.0,HARD,23.0,,,False,1,2.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,1.0,103.608,,43.884,24.561,1.0,SOFT,4.0,,,False,12,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,2.0,99.792,31.743,43.626,24.423,1.0,SOFT,5.0,,,True,21,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,3.0,99.1,31.541,43.276,24.283,1.0,SOFT,6.0,,,True,1,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,4.0,99.548,31.723,43.457,24.368,1.0,SOFT,7.0,,,False,1,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,5.0,99.662,31.705,43.553,24.404,1.0,SOFT,8.0,,,False,1,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,6.0,99.674,31.695,43.482,24.497,1.0,SOFT,9.0,,,False,1,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,7.0,99.729,31.675,43.494,24.56,1.0,SOFT,10.0,,,False,1,7.0
2023,1,Bahrain Grand Prix,Sakhir,ALO,Aston Martin,8.0,99.959,31.674,43.675,24.61,1.0,SOFT,11.0,,,False,1,7.0
